shipment_id,warehouse_id,store_id,carrier_id,dispatch_date,expected_arrival_date,actual_arrival_date,distance_km,shipment_cost,shipment_status
SH005178,W01,ST14,CR01,20/03/2024,2024-03-22,"March 22, 2024",145.6,,On-time
SH005179,W03,ST14,CR01,2024-03-22,24/03/2024,2024-03-24,201.8,8884.04,Damaged
SH005180,W03,ST14,CR05,25/03/2024,27/03/2024,27/03/2024,201.8,9207.63,On-time
SH005181,W03,ST14,CR03,"March 26, 2024",2024-03-28,28/03/2024,201.8,9507.49,On-time
SH005182,W03,ST14,CR02,2024-03-29,"March 31, 2024",2024-04-03,201.8,10864.0,Delayed
SH005183,W03,ST14,CR01,2024-03-31,"April 2, 2024",02/04/2024,201.8,11180.54,On-time
SH005184,W03,ST14,CR03,"April 1, 2024",03/04/2024,"April 3, 2024",201.8,8121.83,Damaged
SH005185,W03,ST14,CR02,03/04/2024,"April 5, 2024",06/04/2024,201.8,11629.23,Delayed
SH005186,W03,ST14,CR01,2024-04-05,"April 7, 2024","April 7, 2024",125.4,12068.28,On-time
SH005187,W03,ST14,CR01,07/04/2024,09/04/2024,"April 9, 2024",201.8,7453.56,On-time
SH005188,W03,ST14,CR01,09/04/2024,"April 11, 2024",2024-04-11,201.8,9837.86,On-time
SH005189,W02,ST14,CR01,11/04/2024,13/04/2024,"April 13, 2024",252.7,12021.6,On-time
SH005190,W03,ST14,CR01,13/04/2024,2024-04-15,15/04/2024,201.8,10853.5,On-time
SH005191,W03,ST14,CR05,"April 15, 2024",2024-04-17,2024-04-17,201.8,7259.03,On-time
SH005192,W03,ST14,CR02,"April 17, 2024",19/04/2024,2024-04-19,201.8,8068.58,On-time
SH005193,W03,ST14,CR05,2024-04-20,2024-04-22,22/04/2024,201.8,11321.48,On-time
SH005194,W02,ST14,CR05,2024-04-21,"April 23, 2024","April 27, 2024",252.7,14703.0,Delayed
SH005195,W03,ST14,CR02,"April 23, 2024",2024-04-25,25/04/2024,201.8,7707.1,On-time
SH005196,W01,ST14,CR04,2024-04-24,26/04/2024,2024-04-26,145.6,8604.93,On-time
SH005197,W03,ST14,CR05,2024-04-27,29/04/2024,29/04/2024,125.4,7935.6,On-time
SH005198,W03,ST14,CR03,30/04/2024,2024-05-02,02/05/2024,201.8,9558.2,On-time
SH005199,W03,ST14,CR05,"May 2, 2024",2024-05-04,"May 4, 2024",201.8,10324.29,On-time
SH005200,W03,ST14,CR01,04/05/2024,2024-05-06,2024-05-07,201.8,8732.07,Delayed
SH005201,W03,ST14,CR01,05/05/2024,"May 7, 2024",07/05/2024,201.8,11345.25,On-time
SH005202,W03,ST14,CR05,07/05/2024,09/05/2024,2024-05-09,201.8,,On-time
SH005203,W03,ST14,CR02,2024-05-09,2024-05-11,11/05/2024,201.8,10684.94,On-time
SH005204,W03,ST14,CR05,12/05/2024,"May 14, 2024",14/05/2024,125.4,11104.9,On-time
SH005205,W03,ST14,CR04,2024-05-13,"May 15, 2024",2024-05-18,201.8,8821.53,Delayed
SH005206,W03,ST14,CR04,15/05/2024,17/05/2024,"May 20, 2024",201.8,,Delayed
SH005207,W03,ST14,CR05,2024-05-18,"May 20, 2024",2024-05-20,201.8,11427.98,On-time
SH005208,W03,ST14,CR03,20/05/2024,"May 22, 2024",2024-05-22,201.8,10869.09,On-time
SH005209,W03,ST14,CR03,"May 21, 2024","May 23, 2024",2024-05-23,201.8,11513.88,Damaged
SH005210,W03,ST14,CR01,2024-05-23,"May 25, 2024","May 25, 2024",201.8,12048.56,Lost
SH005211,W03,ST14,CR01,2024-05-25,"May 27, 2024",2024-05-27,201.8,,On-time
SH005212,W03,ST14,CR03,26/05/2024,28/05/2024,28/05/2024,201.8,9078.91,On-time
SH005213,W03,ST14,CR02,2024-05-28,30/05/2024,"June 3, 2024",125.4,8898.03,Delayed
SH005214,W03,ST14,CR03,2024-05-30,2024-06-01,"June 1, 2024",201.8,8085.35,On-time
SH005215,W03,ST14,CR02,2024-05-31,2024-06-02,02/06/2024,201.8,9148.6,On-time
SH005216,W03,ST14,CR05,02/06/2024,04/06/2024,07/06/2024,201.8,10183.32,Delayed
SH005217,W03,ST14,CR02,"June 4, 2024",06/06/2024,2024-06-07,201.8,9654.06,Delayed
SH005218,W02,ST14,CR02,"June 5, 2024",2024-06-07,"June 7, 2024",252.7,12736.17,On-time
SH005219,W03,ST14,CR02,08/06/2024,2024-06-10,"June 12, 2024",201.8,7975.14,Delayed
SH005220,W03,ST14,CR04,"June 11, 2024",2024-06-13,2024-06-13,125.4,10764.09,On-time
SH005221,W03,ST14,CR01,2024-06-12,2024-06-14,2024-06-17,201.8,10429.86,Delayed
SH005222,W03,ST14,CR05,13/06/2024,"June 15, 2024",2024-06-15,201.8,10573.23,On-time
SH005223,W03,ST14,CR03,"June 14, 2024",2024-06-16,"June 16, 2024",201.8,8208.09,On-time
SH005224,W03,ST14,CR03,"June 16, 2024",2024-06-18,"June 22, 2024",201.8,9480.3,Damaged
SH005225,W03,ST14,CR03,"June 18, 2024",20/06/2024,20/06/2024,125.4,8170.21,On-time
SH005226,W03,ST14,CR05,20/06/2024,22/06/2024,2024-06-24,201.8,10349.69,Delayed
SH005227,W03,ST14,CR05,21/06/2024,2024-06-23,"June 24, 2024",201.8,9133.65,Delayed
SH005228,W03,ST14,CR01,"June 22, 2024","June 24, 2024",2024-06-24,201.8,9499.55,On-time
SH005229,W03,ST14,CR01,"June 24, 2024",26/06/2024,26/06/2024,201.8,10120.57,On-time
SH005230,W03,ST14,CR05,2024-06-26,"June 28, 2024",28/06/2024,201.8,8574.67,On-time
SH005231,W03,ST14,CR03,28/06/2024,"June 30, 2024",30/06/2024,201.8,11961.97,On-time
SH005232,W03,ST14,CR05,30/06/2024,02/07/2024,2024-07-02,201.8,10609.28,On-time
SH005233,W03,ST14,CR05,"July 2, 2024","July 4, 2024",2024-07-04,201.8,7545.0,On-time
SH005234,W03,ST14,CR03,03/07/2024,2024-07-05,08/07/2024,201.8,10718.41,Delayed
SH005235,W03,ST14,CR04,05/07/2024,07/07/2024,2024-07-11,201.8,10053.6,Delayed
SH005236,W03,ST14,CR05,07/07/2024,09/07/2024,09/07/2024,201.8,9412.75,On-time
SH005237,W03,ST14,CR05,2024-07-10,12/07/2024,"July 12, 2024",201.8,11366.53,On-time
SH005238,W03,ST14,CR01,12/07/2024,2024-07-14,"July 14, 2024",201.8,8805.1,On-time
SH005239,W03,ST14,CR03,14/07/2024,16/07/2024,"July 16, 2024",201.8,9129.31,On-time
SH005240,W03,ST14,CR04,2024-07-16,"July 18, 2024",18/07/2024,201.8,11231.87,On-time
SH005241,W03,ST14,CR01,2024-07-19,2024-07-21,"July 23, 2024",201.8,8845.82,Delayed
SH005242,W01,ST14,CR02,2024-07-21,23/07/2024,"July 23, 2024",90.5,6283.81,On-time
SH005243,W03,ST14,CR01,2024-07-23,"July 25, 2024",2024-07-25,201.8,8481.62,On-time
SH005244,W03,ST14,CR03,"July 25, 2024",27/07/2024,"July 28, 2024",201.8,10419.66,Delayed
SH005245,W03,ST14,CR02,"July 27, 2024",29/07/2024,2024-07-29,201.8,12014.56,Damaged
SH005246,W03,ST14,CR01,"July 28, 2024","July 30, 2024","July 30, 2024",201.8,10990.93,On-time
SH005247,W01,ST14,CR05,"July 30, 2024","August 1, 2024",2024-08-01,145.6,6447.51,On-time
SH005248,W03,ST14,CR01,01/08/2024,"August 3, 2024",03/08/2024,201.8,9206.66,On-time
SH005249,W03,ST14,CR04,"August 3, 2024",05/08/2024,"August 5, 2024",201.8,9055.62,On-time
SH005250,W03,ST14,CR04,2024-08-05,"August 7, 2024",07/08/2024,201.8,10761.82,On-time
SH005251,W03,ST14,CR01,"August 7, 2024",09/08/2024,2024-08-09,201.8,8476.12,On-time
SH005252,W03,ST14,CR01,09/08/2024,2024-08-11,11/08/2024,201.8,10549.96,On-time
SH005253,W03,ST14,CR03,"August 11, 2024","August 13, 2024",2024-08-13,201.8,8246.79,On-time
SH005254,W03,ST14,CR03,2024-08-13,15/08/2024,"August 15, 2024",201.8,10919.82,On-time
SH005255,W03,ST14,CR03,2024-08-16,"August 18, 2024",18/08/2024,201.8,8463.48,On-time
SH005256,W03,ST14,CR01,2024-08-18,2024-08-20,"August 20, 2024",201.8,11002.52,On-time
SH005257,W03,ST14,CR04,2024-08-20,22/08/2024,2024-08-25,201.8,9520.52,Delayed
SH005258,W03,ST14,CR03,2024-08-22,2024-08-24,2024-08-26,201.8,7529.45,Delayed
SH005259,W03,ST14,CR01,2024-08-24,26/08/2024,26/08/2024,201.8,7854.51,Damaged
SH005260,W03,ST14,CR01,"August 25, 2024",27/08/2024,2024-08-27,201.8,11233.27,Damaged
SH005261,W03,ST14,CR01,"August 27, 2024","August 29, 2024","August 29, 2024",201.8,10038.84,On-time
SH005262,W03,ST14,CR03,"August 29, 2024","August 31, 2024",31/08/2024,125.4,8227.54,On-time
SH005263,W01,ST14,CR02,2024-08-31,"September 2, 2024","September 2, 2024",145.6,8127.51,On-time
SH005264,W03,ST14,CR04,2024-09-02,04/09/2024,"September 5, 2024",201.8,8994.74,Delayed
SH005265,W03,ST14,CR05,"September 3, 2024",2024-09-05,05/09/2024,201.8,11611.45,On-time
SH005266,W03,ST14,CR04,05/09/2024,07/09/2024,"September 7, 2024",125.4,9504.84,On-time
SH005267,W03,ST14,CR03,07/09/2024,"September 9, 2024",2024-09-09,201.8,11566.7,On-time
SH005268,W03,ST14,CR03,2024-09-09,2024-09-11,11/09/2024,201.8,8977.06,On-time
SH005269,W03,ST14,CR02,2024-09-11,2024-09-13,13/09/2024,201.8,10383.36,On-time
SH005270,W03,ST14,CR04,12/09/2024,14/09/2024,"September 14, 2024",201.8,12260.44,On-time
SH005271,W02,ST14,CR01,2024-09-14,"September 16, 2024","September 16, 2024",252.7,13575.88,On-time
SH005272,W01,ST14,CR01,2024-09-15,"September 17, 2024",17/09/2024,145.6,5351.0,On-time
SH005273,W03,ST14,CR02,2024-09-17,"September 19, 2024",20/09/2024,201.8,8994.93,Delayed
SH005274,W03,ST14,CR04,19/09/2024,"September 21, 2024","September 21, 2024",201.8,11529.57,On-time
SH005275,W03,ST14,CR04,20/09/2024,"September 22, 2024",2024-09-23,201.8,9691.46,Delayed
SH005276,W03,ST14,CR02,22/09/2024,"September 24, 2024",2024-09-24,201.8,9388.15,On-time
SH005277,W03,ST14,CR01,2024-09-25,2024-09-27,27/09/2024,201.8,11006.98,On-time
SH005278,W03,ST14,CR02,"September 27, 2024",29/09/2024,29/09/2024,125.4,11156.03,On-time
SH005279,W03,ST14,CR05,"September 29, 2024","October 1, 2024",01/10/2024,201.8,9291.66,On-time
SH005280,W03,ST14,CR05,2024-10-02,04/10/2024,2024-10-04,201.8,8788.37,On-time
SH005281,W03,ST14,CR02,05/10/2024,"October 7, 2024",2024-10-08,201.8,9065.94,Delayed
SH005282,W03,ST14,CR03,2024-10-08,2024-10-10,2024-10-10,201.8,10733.18,On-time
SH005283,W03,ST14,CR04,"October 9, 2024",11/10/2024,"October 11, 2024",201.8,10721.49,On-time
SH005284,W03,ST14,CR05,"October 11, 2024",13/10/2024,2024-10-13,201.8,8813.65,On-time
SH005285,W03,ST14,CR02,"October 13, 2024",2024-10-15,18/10/2024,201.8,9669.02,Delayed
SH005286,W03,ST14,CR02,2024-10-15,2024-10-17,20/10/2024,201.8,12489.13,Delayed
SH005287,W03,ST14,CR01,18/10/2024,20/10/2024,20/10/2024,125.4,10897.81,On-time
SH005288,W03,ST14,CR02,20/10/2024,22/10/2024,2024-10-22,201.8,8800.4,On-time
SH005289,W03,ST14,CR05,21/10/2024,"October 23, 2024","October 23, 2024",201.8,10013.79,On-time
SH005290,W03,ST14,CR03,2024-10-23,"October 25, 2024",25/10/2024,201.8,7948.13,On-time
SH005291,W03,ST14,CR05,26/10/2024,28/10/2024,2024-10-28,201.8,7627.95,On-time
SH005292,W03,ST14,CR01,"October 27, 2024",2024-10-29,29/10/2024,201.8,8339.53,On-time
SH005293,W03,ST14,CR01,2024-10-29,"October 31, 2024",2024-10-31,201.8,9619.89,On-time
SH005294,W03,ST14,CR02,"October 31, 2024",2024-11-02,2024-11-02,201.8,10976.39,On-time
SH005295,W02,ST14,CR04,2024-11-02,"November 4, 2024",2024-11-08,252.7,9478.36,Delayed
SH005296,W03,ST14,CR02,03/11/2024,2024-11-05,05/11/2024,201.8,8841.39,On-time
SH005297,W03,ST14,CR05,"November 5, 2024",2024-11-07,"November 7, 2024",201.8,8580.87,On-time
SH005298,W03,ST14,CR03,"November 6, 2024",08/11/2024,2024-11-08,201.8,10665.08,On-time
SH005299,W03,ST14,CR02,2024-11-08,2024-11-10,2024-11-10,201.8,11984.25,On-time
SH005300,W03,ST14,CR01,2024-11-10,"November 12, 2024",12/11/2024,201.8,11772.45,On-time
SH005301,W03,ST14,CR03,13/11/2024,2024-11-15,2024-11-19,201.8,9332.94,Delayed
SH005302,W03,ST14,CR03,2024-11-15,17/11/2024,17/11/2024,201.8,10301.19,On-time
SH005303,W03,ST14,CR01,"November 17, 2024",2024-11-19,21/11/2024,201.8,10871.64,Delayed
SH005304,W03,ST14,CR01,2024-11-20,22/11/2024,"November 22, 2024",201.8,10047.19,On-time
SH005305,W03,ST14,CR02,23/11/2024,"November 25, 2024","November 28, 2024",201.8,9522.34,Delayed
SH005306,W03,ST14,CR01,2024-11-25,2024-11-27,2024-11-29,201.8,8349.91,Delayed
SH005307,W03,ST14,CR02,"November 28, 2024",30/11/2024,02/12/2024,201.8,9660.83,Delayed
SH005308,W03,ST14,CR02,"November 30, 2024",2024-12-02,02/12/2024,201.8,11636.81,On-time
SH005309,W03,ST14,CR04,"December 1, 2024","December 3, 2024",2024-12-03,201.8,10745.94,On-time
SH005310,W03,ST14,CR01,"December 4, 2024",06/12/2024,"December 6, 2024",201.8,7694.53,On-time
SH005311,W03,ST14,CR02,"December 6, 2024",2024-12-08,"December 8, 2024",201.8,8912.54,On-time
SH005312,W03,ST14,CR04,2024-12-08,2024-12-10,"December 10, 2024",125.4,10560.05,On-time
SH005313,W03,ST14,CR03,11/12/2024,13/12/2024,13/12/2024,201.8,11313.48,On-time
SH005314,W03,ST14,CR03,12/12/2024,14/12/2024,"December 14, 2024",201.8,9299.14,On-time
SH005315,W03,ST14,CR03,2024-12-15,"December 17, 2024","December 17, 2024",201.8,12530.61,On-time
SH005316,W03,ST14,CR01,"December 17, 2024",2024-12-19,"December 19, 2024",201.8,9518.43,On-time
SH005317,W03,ST14,CR03,2024-12-18,20/12/2024,"December 24, 2024",201.8,,Delayed
SH005318,W03,ST14,CR05,20/12/2024,"December 22, 2024",2024-12-22,201.8,9293.14,On-time
SH005319,W03,ST14,CR05,2024-12-22,2024-12-24,"December 24, 2024",201.8,,On-time
SH005320,W03,ST14,CR02,"December 23, 2024","December 25, 2024","December 25, 2024",201.8,9571.62,On-time
SH005321,W03,ST14,CR02,"December 26, 2024",2024-12-28,28/12/2024,201.8,7672.84,On-time
SH005322,W03,ST14,CR04,28/12/2024,2024-12-30,"January 3, 2025",201.8,10560.64,Delayed
SH005323,W03,ST14,CR03,30/12/2024,01/01/2025,"January 1, 2025",201.8,10175.91,On-time
SH005324,W03,ST14,CR02,2025-01-01,03/01/2025,2025-01-03,201.8,9441.91,On-time
SH005325,W03,ST14,CR01,"January 3, 2025",2025-01-05,05/01/2025,201.8,10184.63,On-time
SH005326,W03,ST14,CR02,2025-01-04,06/01/2025,2025-01-06,201.8,7973.16,On-time
SH005327,W03,ST14,CR03,07/01/2025,"January 9, 2025",2025-01-09,201.8,9390.44,On-time
SH005328,W03,ST14,CR02,2025-01-09,"January 11, 2025","January 15, 2025",201.8,11249.36,Delayed
SH005329,W03,ST14,CR02,2025-01-11,2025-01-13,13/01/2025,201.8,8544.8,On-time
SH005330,W03,ST14,CR03,"January 13, 2025","January 15, 2025","January 19, 2025",201.8,,Delayed
SH005331,W03,ST14,CR01,15/01/2025,"January 17, 2025","January 17, 2025",201.8,8586.3,On-time
SH005332,W03,ST14,CR02,"January 16, 2025",18/01/2025,"January 18, 2025",201.8,12223.01,On-time
SH005333,W03,ST14,CR02,19/01/2025,21/01/2025,21/01/2025,125.4,12061.0,On-time
SH005334,W01,ST14,CR02,"January 21, 2025","January 23, 2025","January 23, 2025",145.6,7772.5,On-time
SH005335,W03,ST14,CR01,22/01/2025,24/01/2025,2025-01-24,125.4,10751.47,On-time
SH005336,W03,ST14,CR02,2025-01-24,2025-01-26,2025-01-26,201.8,11344.0,On-time
SH005337,W03,ST14,CR05,2025-01-26,2025-01-28,2025-01-28,201.8,6654.73,On-time
SH005338,W03,ST14,CR01,28/01/2025,2025-01-30,2025-01-30,201.8,8198.16,On-time
SH005339,W03,ST14,CR04,2025-01-30,01/02/2025,"February 1, 2025",201.8,8553.31,On-time
SH005340,W03,ST14,CR01,2025-02-01,03/02/2025,03/02/2025,201.8,8553.59,On-time
SH005341,W03,ST14,CR02,"February 4, 2025",2025-02-06,09/02/2025,201.8,9415.81,Delayed
SH005342,W03,ST14,CR04,"February 5, 2025",07/02/2025,2025-02-07,201.8,8786.31,On-time
SH005343,W03,ST14,CR02,2025-02-07,"February 9, 2025",10/02/2025,201.8,11983.78,Delayed
SH005344,W03,ST14,CR04,2025-02-09,2025-02-11,11/02/2025,125.4,10886.51,On-time
SH005345,W03,ST14,CR02,11/02/2025,"February 13, 2025","February 17, 2025",201.8,8443.97,Delayed
SH005346,W03,ST14,CR04,"February 13, 2025","February 15, 2025",15/02/2025,201.8,9372.04,On-time
SH005347,W03,ST14,CR05,2025-02-15,2025-02-17,"February 17, 2025",125.4,9435.21,On-time
SH005348,W03,ST14,CR05,"February 17, 2025",2025-02-19,19/02/2025,201.8,9131.58,Damaged
SH005349,W01,ST14,CR02,"February 18, 2025",2025-02-20,2025-02-20,145.6,5812.55,On-time
SH005350,W03,ST14,CR04,20/02/2025,22/02/2025,"February 22, 2025",201.8,11451.16,On-time
SH005351,W03,ST14,CR02,"February 22, 2025",2025-02-24,2025-02-25,125.4,11799.37,Lost
SH005352,W01,ST14,CR02,25/02/2025,2025-02-27,"February 27, 2025",145.6,,On-time
SH005353,W03,ST14,CR01,27/02/2025,01/03/2025,"March 1, 2025",201.8,12005.04,Lost
SH005354,W03,ST14,CR02,01/03/2025,"March 3, 2025",03/03/2025,201.8,9366.92,On-time
SH005355,W03,ST14,CR02,"March 3, 2025",05/03/2025,"March 5, 2025",201.8,10693.52,On-time
SH005356,W03,ST14,CR04,"March 5, 2025",2025-03-07,2025-03-11,201.8,10220.76,Delayed
SH005357,W03,ST14,CR01,2025-03-07,"March 9, 2025",2025-03-09,201.8,11801.9,On-time
SH005358,W03,ST14,CR04,"March 8, 2025",10/03/2025,2025-03-10,201.8,11730.35,On-time
SH005359,W03,ST14,CR04,"March 10, 2025",2025-03-12,"March 14, 2025",201.8,8075.4,Delayed
SH005360,W03,ST14,CR05,2025-03-12,"March 14, 2025",2025-03-14,201.8,9271.35,On-time
SH005361,W03,ST14,CR03,"March 14, 2025",16/03/2025,"March 16, 2025",201.8,9754.24,On-time
SH005362,W03,ST14,CR03,2025-03-15,17/03/2025,"March 18, 2025",201.8,7397.76,Delayed
SH005363,W03,ST14,CR05,"March 17, 2025",2025-03-19,19/03/2025,201.8,8767.92,On-time
SH005364,W03,ST14,CR02,"March 19, 2025",2025-03-21,21/03/2025,201.8,,On-time
SH005365,W03,ST14,CR03,21/03/2025,2025-03-23,"March 23, 2025",201.8,,On-time
SH005366,W03,ST14,CR05,23/03/2025,2025-03-25,25/03/2025,201.8,9785.36,On-time
SH005367,W03,ST14,CR04,24/03/2025,2025-03-26,2025-03-27,201.8,8418.92,Delayed
SH005368,W03,ST14,CR02,27/03/2025,2025-03-29,02/04/2025,201.8,9525.95,Damaged
SH005369,W03,ST14,CR01,"March 29, 2025",2025-03-31,"April 4, 2025",201.8,7850.53,Delayed
SH005370,W03,ST14,CR01,2025-03-31,02/04/2025,02/04/2025,201.8,8223.16,On-time
SH005371,W01,ST14,CR04,"April 3, 2025",05/04/2025,09/04/2025,145.6,5716.59,Delayed
SH005372,W03,ST14,CR05,"April 4, 2025",2025-04-06,"April 6, 2025",201.8,9850.59,On-time
SH005373,W03,ST14,CR05,2025-04-06,"April 8, 2025",2025-04-08,201.8,9109.38,Lost
SH005374,W03,ST14,CR03,2025-04-08,10/04/2025,2025-04-10,201.8,8402.89,On-time
SH005375,W03,ST14,CR03,"April 10, 2025",12/04/2025,"April 12, 2025",201.8,12040.47,On-time
SH005376,W03,ST14,CR02,"April 11, 2025",13/04/2025,13/04/2025,125.4,9879.66,On-time
SH005377,W03,ST14,CR04,14/04/2025,16/04/2025,2025-04-17,201.8,10930.18,Delayed
SH005378,W01,ST14,CR02,"April 16, 2025",2025-04-18,22/04/2025,145.6,5464.11,Delayed
SH005379,W03,ST14,CR04,2025-04-19,"April 21, 2025","April 22, 2025",201.8,9034.25,Delayed
SH005380,W03,ST14,CR02,"April 21, 2025",23/04/2025,23/04/2025,201.8,,On-time
SH005381,W03,ST14,CR04,23/04/2025,2025-04-25,25/04/2025,201.8,11274.67,On-time
SH005382,W03,ST14,CR01,2025-04-25,27/04/2025,27/04/2025,201.8,8890.93,On-time
SH005383,W03,ST14,CR03,"April 28, 2025",30/04/2025,2025-04-30,125.4,,On-time
SH005384,W03,ST14,CR01,2025-04-30,"May 2, 2025","May 2, 2025",201.8,10677.41,On-time
SH005385,W03,ST14,CR03,2025-05-02,04/05/2025,"May 4, 2025",201.8,8239.16,On-time
SH005386,W03,ST14,CR03,2025-05-04,"May 6, 2025","May 6, 2025",201.8,11337.39,On-time
SH005387,W03,ST14,CR02,06/05/2025,08/05/2025,08/05/2025,201.8,7659.22,On-time
SH005388,W03,ST14,CR02,"May 8, 2025",2025-05-10,10/05/2025,201.8,9656.85,On-time
SH005389,W03,ST14,CR02,"May 9, 2025","May 11, 2025",11/05/2025,201.8,8881.38,On-time
SH005390,W03,ST14,CR02,12/05/2025,2025-05-14,14/05/2025,201.8,11972.8,On-time
SH005391,W03,ST14,CR05,"May 14, 2025",2025-05-16,2025-05-16,201.8,9085.45,On-time
SH005392,W03,ST14,CR02,16/05/2025,18/05/2025,2025-05-21,201.8,11072.21,Delayed
SH005393,W03,ST14,CR02,2025-05-19,2025-05-21,2025-05-21,201.8,9836.16,On-time
SH005394,W03,ST14,CR01,21/05/2025,2025-05-23,23/05/2025,201.8,9115.02,On-time
SH005395,W01,ST14,CR05,"May 23, 2025",25/05/2025,25/05/2025,90.5,6429.9,On-time
SH005396,W03,ST14,CR01,2025-05-25,27/05/2025,27/05/2025,201.8,7918.26,On-time
SH005397,W03,ST14,CR04,27/05/2025,"May 29, 2025",2025-06-01,125.4,8957.22,Delayed
SH005398,W03,ST14,CR01,29/05/2025,31/05/2025,2025-05-31,201.8,10079.23,On-time
SH005399,W03,ST14,CR02,31/05/2025,"June 2, 2025",2025-06-03,201.8,10078.95,Damaged
SH005400,W03,ST14,CR04,"June 2, 2025",2025-06-04,"June 4, 2025",201.8,8456.76,On-time
SH005401,W03,ST14,CR05,04/06/2025,"June 6, 2025","June 9, 2025",201.8,7414.6,Delayed
SH005402,W03,ST14,CR01,2025-06-06,2025-06-08,"June 8, 2025",201.8,8011.92,On-time
SH005403,W03,ST14,CR03,07/06/2025,2025-06-09,09/06/2025,201.8,9644.21,On-time
SH005404,W03,ST14,CR02,2025-06-09,11/06/2025,2025-06-14,201.8,9242.37,Delayed
SH005405,W03,ST14,CR01,"June 12, 2025","June 14, 2025",2025-06-16,201.8,10657.45,Delayed
SH005406,W03,ST14,CR02,"June 14, 2025","June 16, 2025",2025-06-18,201.8,11393.59,Delayed
SH005407,W03,ST14,CR02,"June 16, 2025",18/06/2025,18/06/2025,201.8,11927.17,On-time
SH005408,W03,ST14,CR02,"June 18, 2025","June 20, 2025",20/06/2025,201.8,10497.63,On-time
SH005409,W03,ST14,CR05,"June 20, 2025",22/06/2025,2025-06-25,201.8,10237.33,Delayed
SH005410,W03,ST14,CR05,"June 22, 2025",2025-06-24,24/06/2025,201.8,,On-time
SH005411,W03,ST14,CR03,"June 24, 2025",26/06/2025,2025-06-26,201.8,,On-time
SH005412,W03,ST14,CR01,"June 27, 2025",2025-06-29,2025-06-29,201.8,,On-time
SH005413,W03,ST14,CR02,29/06/2025,01/07/2025,2025-07-01,201.8,10355.61,On-time
SH005414,W03,ST14,CR01,2025-07-01,"July 3, 2025",2025-07-03,201.8,7176.16,On-time
SH005415,W03,ST14,CR04,"July 2, 2025",2025-07-04,"July 4, 2025",201.8,8429.87,On-time
SH005416,W03,ST14,CR05,2025-07-04,"July 6, 2025",2025-07-06,201.8,10978.36,On-time
SH005417,W01,ST14,CR01,06/07/2025,08/07/2025,08/07/2025,145.6,7579.01,On-time
SH005418,W03,ST14,CR02,2025-07-08,2025-07-10,13/07/2025,201.8,8815.47,Delayed
SH005419,W03,ST14,CR04,2025-07-10,"July 12, 2025","July 12, 2025",201.8,9643.51,On-time
SH005420,W03,ST14,CR02,2025-07-11,"July 13, 2025",2025-07-13,201.8,12861.23,On-time
SH005421,W03,ST14,CR05,2025-07-12,14/07/2025,14/07/2025,201.8,11587.29,On-time
SH005422,W03,ST14,CR05,"July 15, 2025","July 17, 2025",2025-07-18,201.8,10154.27,Delayed
SH005423,W03,ST14,CR03,17/07/2025,2025-07-19,"July 20, 2025",201.8,10715.2,Delayed
SH005424,W03,ST14,CR01,"July 19, 2025",21/07/2025,2025-07-21,201.8,8398.14,On-time
SH005425,W03,ST14,CR03,2025-07-22,24/07/2025,2025-07-27,201.8,9180.55,Delayed
SH005426,W03,ST14,CR05,2025-07-25,"July 27, 2025","July 27, 2025",201.8,9376.85,On-time
SH005427,W03,ST14,CR02,"July 27, 2025",2025-07-29,29/07/2025,201.8,8095.74,On-time
SH005428,W03,ST14,CR01,2025-07-29,31/07/2025,2025-07-31,125.4,11133.38,On-time
SH005429,W03,ST14,CR02,31/07/2025,"August 2, 2025",2025-08-02,201.8,10989.76,On-time
SH005430,W03,ST14,CR05,02/08/2025,"August 4, 2025","August 4, 2025",125.4,9469.57,On-time
SH005431,W03,ST14,CR01,"August 3, 2025",05/08/2025,05/08/2025,201.8,10372.45,On-time
SH005432,W03,ST14,CR03,"August 5, 2025",2025-08-07,"August 7, 2025",201.8,8298.5,On-time
SH005433,W03,ST14,CR02,"August 7, 2025",09/08/2025,"August 9, 2025",125.4,11491.69,On-time
SH005434,W03,ST14,CR01,2025-08-10,"August 12, 2025","August 12, 2025",201.8,11757.48,On-time
SH005435,W03,ST14,CR03,2025-08-13,"August 15, 2025",2025-08-15,201.8,12267.46,On-time
SH005436,W03,ST14,CR01,2025-08-16,"August 18, 2025","August 18, 2025",201.8,10162.79,On-time
SH005437,W03,ST14,CR02,"August 18, 2025","August 20, 2025",20/08/2025,201.8,8043.08,On-time
SH005438,W03,ST14,CR02,2025-08-20,2025-08-22,"August 22, 2025",201.8,12891.64,On-time
SH005439,W03,ST14,CR02,22/08/2025,2025-08-24,2025-08-24,201.8,8209.26,On-time
SH005440,W03,ST14,CR02,2025-08-24,26/08/2025,2025-08-26,201.8,8855.84,On-time
SH005441,W03,ST14,CR03,"August 26, 2025","August 28, 2025",2025-08-28,201.8,8563.93,On-time
SH005442,W03,ST14,CR01,2025-08-28,"August 30, 2025",2025-09-02,201.8,10201.93,Delayed
SH005443,W03,ST14,CR04,2025-08-30,01/09/2025,2025-09-01,201.8,12710.37,On-time
SH005444,W03,ST14,CR05,"September 1, 2025",03/09/2025,05/09/2025,201.8,12004.32,Delayed
SH005445,W01,ST14,CR01,04/09/2025,2025-09-06,2025-09-07,145.6,6273.49,Delayed
