po_id,supplier_id,product_id,warehouse_id,order_date,expected_delivery_date,actual_delivery_date,order_qty,unit_cost,qty_received,qty_rejected,rejection_reason,po_status
PO015007,S038,P100,W02,"November 8, 2025","November 20, 2025",2025-11-20,116,336.65,114,2.0, Quality defect ,Delivered
PO015008,S038,P100,W02,2025-11-19,"December 1, 2025",2025-12-03,298,336.65,288,10.0,damaged in transit,Delayed
PO015009,S038,P100,W02,"December 2, 2025",14/12/2025,14/12/2025,326,336.65,320,6.0,Expired/near-expiry,Delivered
PO015010,S038,P100,W02,15/12/2025,"December 27, 2025",2025-12-28,513,336.65,502,11.0,Quality defect,Delayed
PO015011,S038,P100,W02,"December 24, 2025",2026-01-05,,455,336.65,0,0.0,DAMAGED IN TRANSIT,Pending
PO015012,S038,P100,W03,03/01/2024,"January 15, 2024",2024-01-16,342,336.65,339,3.0,Wrong specification,Delayed
PO015013,S038,P100,W03,10/01/2024,2024-01-22,23/01/2024,474,336.65,464,10.0,Quality defect,Delayed
PO015014,S038,P100,W03,21/01/2024,"February 2, 2024","February 2, 2024",196,336.65,188,8.0,Damaged in transit,Delivered
PO015015,S038,P100,W03,02/02/2024,"February 14, 2024",01/02/2024,315,336.65,304,11.0,Expired/near-expiry,Delayed
PO015016,S038,P100,W03,"February 13, 2024",25/02/2024,"February 25, 2024",343,336.65,339,4.0,quality defect,Delivered
PO015017,S038,P100,W03,"February 21, 2024",04/03/2024,2024-03-04,471,336.65,458,13.0,damaged in transit,Delivered
PO015018,S038,P100,W03,05/03/2024,2024-03-17,"March 18, 2024",193,336.65,191,2.0,Quality defect,Delayed
PO015019,S038,P100,W03,13/03/2024,2024-03-25,25/03/2024,511,336.65,500,11.0,Wrong specification,Delivered
PO015020,S038,P100,W03,21/03/2024,"April 2, 2024",02/04/2024,449,336.65,444,5.0,quality defect,Delivered
PO015021,S038,P100,W03,"March 28, 2024",09/04/2024,09/04/2024,565,336.65,554,11.0,Wrong specification,Delivered
PO015022,S038,P100,W03,08/04/2024,20/04/2024,2024-04-20,370,336.65,365,5.0,Quality defect,Delivered
PO015023,S038,P100,W03,2024-04-20,02/05/2024,02/05/2024,488,336.65,483,5.0,Wrong specification,Delivered
PO015024,S038,P100,W03,2024-05-02,"May 14, 2024",14/05/2024,419,336.65,409,10.0,Expired/near-expiry,Delivered
PO015025,S038,P100,W03,"May 14, 2024","May 26, 2024",2024-05-31,470,336.65,462,8.0,Wrong specification,Delayed
PO015026,S999,P100,W03,"May 24, 2024",05/06/2024,05/06/2024,369,336.65,347,22.0,Expired/near-expiry,Partial
PO015027,S038,P100,W03,02/06/2024,2024-06-14,"June 19, 2024",340,336.65,333,7.0,Quality defect,Delayed
PO015028,S038,P100,W03,"June 13, 2024",25/06/2024,2024-06-25,287,336.65,272,15.0,Quality defect,Partial
PO015029,S038,P100,W03,2024-06-26,"July 8, 2024","July 9, 2024",435,336.65,425,10.0,Expired/near-expiry,Delayed
PO015030,S038,P100,W03,2024-07-06,"July 18, 2024","July 18, 2024",389,336.65,379,10.0,Quality defect,Delivered
PO015031,S038,P100,W03,17/07/2024,"July 29, 2024",2024-07-30,439,336.65,430,9.0,Wrong specification,Delayed
PO015032,S038,P100,W03,29/07/2024,"August 10, 2024",2024-08-10,266,336.65,259,7.0, Damaged in transit ,Delivered
PO015033,S038,P100,W03,2024-08-08,20/08/2024,"August 25, 2024",556,336.65,518,38.0,Quality defect,Partial
PO015034,S038,P100,W03,16/08/2024,2024-08-28,29/08/2024,542,336.65,527,15.0,Quality defect,Delayed
PO015035,S038,P100,W03,"August 24, 2024","September 5, 2024",2024-09-05,272,336.65,262,10.0,Damaged in transit,Delivered
PO015036,S038,P100,W03,"September 2, 2024",2024-09-14,2024-09-15,461,336.65,453,8.0,Wrong specification,Delayed
PO015037,S038,P100,W03,09/09/2024,2024-09-21,21/09/2024,-475,336.65,463,12.0,Quality defect,Delivered
PO015038,S038,P100,W03,16/09/2024,2024-09-28,"September 29, 2024",330,336.65,327,3.0,Quality defect,Delayed
PO015039,S038,P100,W03,"September 25, 2024",07/10/2024,12/10/2024,435,336.65,427,8.0,Wrong specification,Delayed
PO015040,S038,P100,W03,"October 5, 2024",17/10/2024,2024-10-17,551,336.65,548,3.0,Wrong specification,Delivered
PO015041,S038,P100,W03,"October 12, 2024",24/10/2024,"October 25, 2024",402,336.65,394,8.0,Quality defect,Delayed
PO015042,S038,P100,W03,"October 19, 2024",2024-10-31,"October 31, 2024",298,336.65,294,4.0,Expired/near-expiry,Delivered
PO015043,S038,P100,W03,"October 26, 2024","November 7, 2024",2024-11-08,263,336.65,258,5.0,Wrong specification,Delayed
PO015044,S038,P100,W03,03/11/2024,15/11/2024,2024-11-15,625,336.65,613,12.0,damaged in transit,Delivered
PO015045,S038,P100,W03,2024-11-12,24/11/2024,24/11/2024,332,336.65,330,2.0,Quality defect,Delivered
PO015046,S038,P100,W03,20/11/2024,2024-12-02,2024-12-03,311,336.65,300,11.0,Wrong specification,Delayed
PO015047,S038,P100,W03,"November 28, 2024",10/12/2024,2024-12-10,701,336.65,682,19.0,Wrong specification,Delivered
PO015048,S038,P100,W03,"December 9, 2024",21/12/2024,2024-12-21,294,336.65,286,8.0,Expired/near-expiry,Delivered
PO015049,S038,P100,W03,20/12/2024,2025-01-01,03/01/2025,222,336.65,220,2.0,Expired/near-expiry,Delayed
PO015050,S038,P100,W03,"January 1, 2025",13/01/2025,2025-01-13,453,336.65,443,10.0,Quality defect,Delivered
PO015051,S038,P100,W03,"January 11, 2025","January 23, 2025",2025-01-23,418,336.65,406,12.0,Damaged in transit,Delivered
PO015052,S038,P100,W03,21/01/2025,"February 2, 2025","February 2, 2025",475,336.65,465,10.0, Expired/near-expiry ,Delivered
PO015053,S038,P100,W03,"February 2, 2025","February 14, 2025",2025-02-14,520,336.65,507,13.0,Quality defect,Delivered
PO015054,S038,P100,W03,12/02/2025,"February 24, 2025",25/02/2025,137,336.65,134,3.0,expired/near-expiry,Delayed
PO015055,S038,P100,W03,2025-02-25,2025-03-09,"March 10, 2025",342,336.65,338,4.0,Expired/near-expiry,Delayed
PO015056,S038,P100,W03,2025-03-08,20/03/2025,"March 21, 2025",268,336.65,258,10.0,Quality defect,Delayed
PO015057,S038,P100,W03,2025-03-18,"March 30, 2025","March 31, 2025",356,336.65,351,5.0,Quality defect,Delayed
PO015058,S038,P100,W03,"March 25, 2025",14/04/2025,14/04/2025,495,336.65,485,10.0,Quality defect,Delivered
PO015059,S038,P100,W03,04/04/2025,2025-04-16,16/04/2025,291,336.65,281,10.0,Quality defect,Delivered
PO015060,S038,P100,W03,13/04/2025,"May 6, 2025","May 6, 2025",538,336.65,527,11.0,Expired/near-expiry,Delivered
PO015061,S038,P100,W03,"April 26, 2025",2025-05-08,2025-05-08,302,336.65,296,6.0,Wrong specification,Delivered
PO015062,S038,P100,W03,2025-05-08,"May 20, 2025","May 21, 2025",571,336.65,555,16.0,Damaged in transit,Delayed
PO015063,S038,P100,W03,2025-05-19,31/05/2025,01/06/2025,521,336.65,508,13.0,Quality defect,Delayed
PO015064,S038,P100,W03,30/05/2025,"June 11, 2025",2025-06-11,231,336.65,228,3.0,Quality defect,Delivered
PO015065,S038,P100,W03,08/06/2025,20/06/2025,"June 20, 2025",542,336.65,531,11.0,Quality defect,Delivered
PO015066,S038,P100,W03,2025-06-21,03/07/2025,"July 4, 2025",546,336.65,536,10.0,Quality defect,Delayed
PO015067,S038,P100,W03,2025-07-04,"July 16, 2025",16/07/2025,334,336.65,330,4.0,Expired/near-expiry,Delivered
PO015068,S038,P100,W03,"July 17, 2025",2025-07-29,"July 30, 2025",470,336.65,458,12.0,Quality defect,Delayed
PO015069,S038,P100,W03,28/07/2025,2025-08-09,2025-08-09,320,336.65,312,8.0,Expired/near-expiry,Delivered
PO015070,S038,P100,W03,2025-08-04,2025-08-16,19/08/2025,389,336.65,381,8.0,Wrong specification,Delayed
PO015071,S038,P100,W03,2025-08-15,27/08/2025,"August 27, 2025",443,336.65,439,4.0,Damaged in transit,Delivered
PO015072,S038,P100,W03,"August 25, 2025",06/09/2025,2025-09-07,518,336.65,506,,Damaged in transit,Delayed
PO015073,S038,P100,W03,"September 2, 2025",22/09/2025,2025-09-22,283,336.65,276,7.0, Quality defect ,Delivered
PO015074,S038,P100,W03,11/09/2025,23/09/2025,24/09/2025,454,336.65,447,7.0,Quality defect,Delayed
PO015075,S038,P100,W03,2025-09-19,01/10/2025,01/10/2025,174,336.65,173,1.0,Quality defect,Delivered
PO015076,S038,P100,W03,26/09/2025,08/10/2025,2025-10-08,198,336.65,195,3.0,Quality defect,Delivered
PO015077,S038,P100,W03,09/10/2025,21/10/2025,21/10/2025,537,336.65,528,,Quality defect,Delivered
PO015078,S038,P100,W03,"October 17, 2025",29/10/2025,29/10/2025,430,336.65,422,8.0,Quality defect,Delivered
PO015079,S038,P100,W03,27/10/2025,2025-11-08,2025-11-09,432,336.65,427,,Quality defect,Delayed
PO015080,S038,P100,W03,2025-11-05,2025-11-17,2025-11-18,539,336.65,521,18.0,Wrong specification,Delayed
PO015081,S038,P100,W03,15/11/2025,27/11/2025,"November 27, 2025",338,336.65,329,9.0,Quality defect,Delivered
PO015082,S038,P100,W03,"November 22, 2025",04/12/2025,2025-12-04,384,336.65,378,6.0, Damaged in transit ,Delivered
PO015083,S038,P100,W03,"December 1, 2025",2025-12-13,13/12/2025,444,336.65,439,5.0,Quality defect,Delivered
PO015084,S038,P100,W03,14/12/2025,"January 8, 2026",,436,336.65,0,0.0,Expired/near-expiry,Pending
PO015085,S038,P100,W03,24/12/2025,05/01/2026,,296,336.65,0,0.0,Damaged in transit,Pending
PO015086,S045,P101,W01,"January 4, 2024",23/01/2024,2024-01-23,377,141.02,373,4.0, Quality defect ,Delivered
PO015087,S045,P101,W01,2024-01-11,2024-01-30,"February 4, 2024",533,141.02,522,11.0,Expired/near-expiry,Delayed
PO015088,S045,P101,W01,20/01/2024,"February 8, 2024",09/02/2024,393,141.02,383,10.0,Wrong specification,Delayed
PO015089,S045,P101,W01,"January 28, 2024",16/02/2024,2024-02-16,475,141.02,457,18.0,Wrong specification,Delivered
PO015090,S045,P101,W01,2024-02-05,"February 24, 2024",24/02/2024,237,141.02,213,24.0,Damaged in transit,Partial
PO015091,S045,P101,W01,17/02/2024,"March 7, 2024",2024-03-09,410,141.02,400,10.0,Quality defect,Delayed
PO015092,S045,P101,W01,29/02/2024,2024-04-10,2024-04-10,250,141.02,247,3.0,Quality defect,Delivered
PO015093,S045,P101,W01,13/03/2024,2024-04-01,2024-04-01,329,141.02,322,7.0,Damaged in transit,Delivered
PO015094,S045,P101,W01,21/03/2024,2024-04-09,2024-04-13,326,141.02,320,6.0,Quality defect,Delayed
PO015095,S045,P101,W01,2024-03-29,"April 17, 2024",17/04/2024,226,141.02,216,,Expired/near-expiry,Delivered
PO015096,S045,P101,W01,07/04/2024,2024-04-26,2024-04-26,447,141.02,434,13.0,QUALITY DEFECT,Delivered
PO015097,S045,P101,W01,"April 15, 2024",04/05/2024,2024-05-04,785,141.02,769,16.0,Damaged in transit,Delivered
PO015098,S045,P101,W01,2024-04-23,2024-05-12,"May 12, 2024",395,141.02,391,4.0,Quality defect,Delivered
PO015099,S045,P101,W01,"May 6, 2024",2024-05-25,26/05/2024,476,141.02,470,6.0,Wrong specification,Delayed
PO015100,S045,P101,W01,2024-05-17,26/06/2024,2024-06-26,600,141.02,590,10.0,Expired/near-expiry,Delivered
PO015101,S045,P101,W01,2024-05-24,2024-06-12,2024-06-12,516,141.02,507,9.0, Quality defect ,Delivered
PO015102,S045,P101,W01,06/06/2024,"June 25, 2024",25/06/2024,472,141.02,464,8.0,Quality defect,Delivered
PO015103,S045,P101,W01,2024-06-15,04/07/2024,2024-07-08,330,141.02,323,7.0,Damaged in transit,Delayed
PO015104,S045,P101,W01,26/06/2024,"July 15, 2024","July 15, 2024",662,141.02,652,10.0,Quality defect,Delivered
PO015105,S045,P101,W01,06/07/2024,2024-07-25,25/07/2024,475,141.02,464,11.0,Damaged in transit,Delivered
PO015106,S045,P101,W01,"July 18, 2024","August 6, 2024","August 6, 2024",495,141.02,482,13.0,Wrong specification,Delivered
PO015107,S045,P101,W01,2024-07-28,16/08/2024,"August 17, 2024",520,141.02,510,10.0,Expired/near-expiry,Delayed
PO015108,S045,P101,W01,2024-08-08,27/08/2024,2024-08-28,213,141.02,208,,Damaged in transit,Delayed
PO015109,S045,P101,W01,20/08/2024,"September 8, 2024",09/09/2024,251,141.02,245,6.0, Quality defect ,Delayed
PO015110,S045,P101,W01,"September 2, 2024","September 21, 2024",21/09/2024,372,141.02,370,2.0,Wrong specification,Delivered
PO015111,S045,P101,W01,09/09/2024,28/09/2024,2024-09-28,375,141.02,367,8.0,Quality defect,Delivered
PO015112,S045,P101,W01,"September 19, 2024",08/10/2024,2024-10-09,394,141.02,385,9.0,Quality defect,Delayed
PO015113,S045,P101,W01,2024-09-29,"October 18, 2024",18/10/2024,490,141.02,476,,Quality defect,Delivered
PO015114,S045,P101,W01,2024-10-12,2024-10-31,31/10/2024,485,141.02,474,11.0,Wrong specification,Delivered
PO015115,S045,P101,W01,25/10/2024,30/11/2024,2024-12-01,215,141.02,213,2.0,Quality defect,Delayed
PO015116,S045,P101,W01,2024-11-06,2024-11-25,2024-11-25,363,141.02,351,12.0,Quality defect,Delivered
PO015117,S045,P101,W01,"November 14, 2024",03/12/2024,03/12/2024,354,141.02,353,1.0,Quality defect,Delivered
PO015118,S045,P101,W01,"November 25, 2024",14/12/2024,14/12/2024,456,141.02,448,8.0,Quality defect,Delivered
PO015119,S045,P101,W01,2024-12-02,21/12/2024,21/12/2024,272,141.02,263,9.0,Wrong specification,Delivered
PO015120,S045,P101,W01,2024-12-15,03/01/2025,03/01/2025,458,141.02,448,10.0,Quality defect,Delivered
PO015121,S045,P101,W01,2024-12-24,"January 12, 2025","January 12, 2025",291,141.02,283,8.0,Wrong specification,Delivered
PO015122,S045,P101,W01,"December 31, 2024",19/01/2025,"January 19, 2025",375,141.02,368,7.0,Quality defect,Delivered
PO015123,S045,P101,W01,2025-01-13,01/02/2025,"February 1, 2025",482,141.02,449,33.0,Expired/near-expiry,Partial
PO015124,S045,P101,W01,2025-01-20,2025-02-08,08/02/2025,518,141.02,512,6.0,EXPIRED/NEAR-EXPIRY,Delivered
PO015125,S045,P101,W01,"January 28, 2025",16/02/2025,17/02/2025,362,141.02,353,9.0,Quality defect,Delayed
PO015126,S045,P101,W01,"February 6, 2025",2025-02-25,2025-02-25,424,141.02,419,5.0,Wrong specification,Delivered
PO015127,S045,P101,W01,2025-02-13,2025-03-04,05/03/2025,627,141.02,610,17.0,Quality defect,Delayed
PO015128,S045,P101,W01,"February 23, 2025",14/03/2025,14/03/2025,539,141.02,523,16.0,Expired/near-expiry,Delivered
PO015129,S045,P101,W01,07/03/2025,"March 26, 2025",26/03/2025,172,141.02,167,5.0,Quality defect,Delivered
PO015130,S045,P101,W01,2025-03-15,2025-04-03,"April 4, 2025",397,141.02,391,6.0,Damaged in transit,Delayed
PO015131,S045,P101,W01,2025-03-27,"April 15, 2025","April 15, 2025",416,141.02,407,9.0,Damaged in transit,Delivered
PO015132,S045,P101,W01,"April 5, 2025","April 24, 2025",2025-04-26,287,141.02,285,2.0,Wrong specification,Delayed
PO015133,S045,P101,W01,18/04/2025,2025-05-07,"May 7, 2025",220,141.02,218,2.0,Quality defect,Delivered
PO015134,S045,P101,W01,26/04/2025,2025-05-15,2025-05-16,165,141.02,164,1.0,Damaged in transit,Delayed
PO015135,S045,P101,W01,"May 7, 2025","May 26, 2025",26/05/2025,360,141.02,351,9.0,Damaged in transit,Delivered
PO015136,S045,P101,W01,"May 20, 2025",2025-06-08,"June 8, 2025",318,141.02,310,8.0,Quality defect,Delivered
PO015137,S045,P101,W01,"May 31, 2025","July 11, 2025",15/07/2025,530,141.02,517,13.0,Quality defect,Delayed
PO015138,S045,P101,W01,09/06/2025,2025-06-28,28/06/2025,515,141.02,496,19.0,Expired/near-expiry,Delivered
PO015139,S045,P101,W01,20/06/2025,2025-07-09,"July 10, 2025",412,141.02,402,,Wrong specification,Delayed
PO015140,S045,P101,W01,"June 27, 2025",16/07/2025,"July 17, 2025",644,141.02,633,11.0,Quality defect,Delayed
PO015141,S045,P101,W01,2025-07-05,"July 24, 2025",2025-07-25,616,141.02,603,13.0,Expired/near-expiry,Delayed
PO015142,S045,P101,W01,"July 16, 2025",04/08/2025,05/08/2025,491,141.02,481,10.0,Quality defect,Delayed
PO015143,S045,P101,W01,26/07/2025,2025-08-14,14/08/2025,416,141.02,407,9.0,Wrong specification,Delivered
PO015144,S045,P101,W01,"August 7, 2025",26/08/2025,"August 26, 2025",400,141.02,389,11.0,Damaged in transit,Delivered
PO015145,S045,P101,W01,16/08/2025,2025-09-04,04/09/2025,440,141.02,431,9.0,Damaged in transit,Delivered
PO015146,S045,P101,W01,"August 26, 2025",14/09/2025,"September 15, 2025",480,141.02,472,,Quality defect,Delayed
PO015147,S045,P101,W01,2025-09-05,24/09/2025,"September 30, 2025",298,141.02,294,4.0,Quality defect,Delayed
PO015148,S045,P101,W01,2025-09-14,03/10/2025,2025-09-12,342,141.02,333,9.0,Quality defect,Delayed
PO015149,S045,P101,W01,2025-09-22,"October 11, 2025",2025-10-11,522,141.02,509,13.0,Quality defect,Delivered
PO015150,S045,P101,W01,"October 3, 2025","October 22, 2025",2025-10-22,471,141.02,462,9.0,Damaged in transit,Delivered
PO015151,S045,P101,W01,"October 11, 2025",30/10/2025,2025-10-30,499,141.02,486,13.0,Damaged in transit,Delivered
PO015152,S045,P101,W01,2025-10-21,09/11/2025,10/11/2025,401,141.02,392,9.0,Wrong specification,Delayed
PO015153,S045,P101,W01,"November 3, 2025",22/11/2025,2025-11-22,548,141.02,538,10.0,Quality defect,Delivered
PO015154,S045,P101,W01,"November 11, 2025","November 30, 2025",30/11/2025,402,141.02,394,8.0,quality defect,Delivered
PO015155,S045,P101,W01,"November 23, 2025",2025-12-12,12/12/2025,311,141.02,299,12.0,QUALITY DEFECT,Delivered
PO015156,S045,P101,W01,"December 5, 2025",24/12/2025,"December 24, 2025",357,141.02,353,4.0,Quality defect,Delivered
PO015157,S045,P101,W01,2025-12-13,01/01/2026,,293,141.02,0,0.0,Wrong specification,Pending
PO015158,S045,P101,W01,22/12/2025,"January 10, 2026",,482,141.02,0,0.0,expired/near-expiry,Pending
PO015159,S045,P101,W02,11/01/2024,"January 30, 2024",30/01/2024,325,141.02,314,11.0,Expired/near-expiry,Delivered
PO015160,S045,P101,W02,20/01/2024,2024-02-08,"February 8, 2024",421,141.02,413,8.0,Wrong specification,Delivered
PO015161,S045,P101,W02,"January 30, 2024","February 18, 2024",18/02/2024,319,141.02,315,4.0,Quality defect,Delivered
PO015162,S045,P101,W02,2024-02-06,25/02/2024,"February 29, 2024",364,141.02,354,,Quality defect,Delayed
PO015163,S045,P101,W02,2024-02-13,2024-03-24,2024-03-24,374,141.02,368,6.0,Wrong specification,Delivered
PO015164,S045,P101,W02,2024-02-24,"March 30, 2024",2024-03-30,372,141.02,364,8.0,Quality defect,Delivered
PO015165,S045,P101,W02,2024-03-08,"March 27, 2024",27/03/2024,309,141.02,305,4.0,Quality defect,Delivered
PO015166,S045,P101,W02,2024-03-20,2024-04-08,"April 9, 2024",327,141.02,322,5.0,Quality defect,Delayed
PO015167,S045,P101,W02,31/03/2024,19/04/2024,23/04/2024,276,141.02,272,,Damaged in transit,Delayed
PO015168,S045,P101,W02,10/04/2024,2024-04-29,2024-04-01,231,141.02,228,3.0,Wrong specification,Delayed
PO015169,S045,P101,W02,20/04/2024,2024-05-09,"May 9, 2024",577,141.02,561,,Wrong specification,Delivered
PO015170,S045,P101,W02,2024-05-03,22/05/2024,"May 22, 2024",431,141.02,424,7.0,Damaged in transit,Delivered
PO015171,S045,P101,W02,"May 13, 2024",01/06/2024,02/06/2024,268,141.02,260,8.0,Wrong specification,Delayed
PO015172,S045,P101,W02,23/05/2024,11/06/2024,2024-06-11,471,141.02,462,9.0,Quality defect,Delivered
PO015173,S045,P101,W02,04/06/2024,23/06/2024,24/06/2024,421,141.02,417,4.0,Damaged in transit,Delayed
PO015174,S045,P101,W02,"June 15, 2024",04/07/2024,2024-07-04,477,141.02,467,10.0,WRONG SPECIFICATION,Delivered
PO015175,S045,P101,W02,23/06/2024,"July 12, 2024",12/07/2024,520,141.02,507,13.0,Expired/near-expiry,Delivered
PO015176,S045,P101,W02,2024-07-05,"July 24, 2024",24/07/2024,493,141.02,479,14.0,Wrong specification,Delivered
PO015177,S045,P101,W02,13/07/2024,2024-08-01,2024-08-01,446,141.02,436,10.0,Quality defect,Delivered
PO015178,S045,P101,W02,"July 20, 2024",08/08/2024,"August 9, 2024",531,141.02,515,16.0,Damaged in transit,Delayed
PO015179,S045,P101,W02,"July 30, 2024",18/08/2024,"August 20, 2024",372,141.02,362,10.0,damaged in transit,Delayed
PO015180,S045,P101,W02,2024-08-07,"August 26, 2024",26/08/2024,497,141.02,485,12.0, Wrong specification ,Delivered
PO015181,S045,P101,W02,"August 18, 2024",06/09/2024,"September 6, 2024",182,141.02,176,6.0,Quality defect,Delivered
PO015182,S045,P101,W02,25/08/2024,13/09/2024,2024-09-13,582,141.02,560,22.0,Quality defect,Delivered
PO015183,S045,P101,W02,2024-09-01,"September 20, 2024",20/09/2024,390,141.02,384,6.0,Damaged in transit,Delivered
PO015184,S045,P101,W02,2024-09-09,28/09/2024,2024-09-28,506,141.02,490,16.0,Expired/near-expiry,Delivered
PO015185,S045,P101,W02,2024-09-22,11/10/2024,11/10/2024,341,141.02,331,10.0,quality defect,Delivered
PO015186,S045,P101,W02,01/10/2024,20/10/2024,2024-10-24,361,141.02,348,13.0, Expired/near-expiry ,Delayed
PO015187,S045,P101,W02,"October 11, 2024",30/10/2024,30/10/2024,265,141.02,260,5.0,Damaged in transit,Delivered
PO015188,S045,P101,W02,21/10/2024,09/11/2024,2024-11-10,458,141.02,447,11.0,Expired/near-expiry,Delayed
PO015189,S045,P101,W02,2024-11-01,"November 20, 2024",2024-11-21,317,141.02,309,8.0,Wrong specification,Delayed
PO015190,S045,P101,W02,"November 10, 2024",2024-11-29,"November 30, 2024",240,141.02,236,4.0,DAMAGED IN TRANSIT,Delayed
PO015191,S045,P101,W02,2024-11-17,"December 6, 2024",2024-12-06,548,141.02,535,,Quality defect,Delivered
PO015192,S045,P101,W02,"November 25, 2024",14/12/2024,2024-12-14,492,141.02,481,,Quality defect,Delivered
PO015193,S045,P101,W02,07/12/2024,26/12/2024,2024-12-26,463,141.02,450,13.0,damaged in transit,Delivered
PO015194,S045,P101,W02,19/12/2024,2025-01-07,"January 8, 2025",172,141.02,168,4.0,Damaged in transit,Delayed
PO015195,S045,P101,W02,26/12/2024,"January 14, 2025",2025-01-15,456,141.02,438,18.0,Quality defect,Delayed
PO015196,S045,P101,W02,08/01/2025,"January 27, 2025",27/01/2025,432,141.02,425,7.0,Expired/near-expiry,Delivered
PO015197,S045,P101,W02,"January 21, 2025",09/02/2025,"February 10, 2025",546,141.02,536,10.0,Quality defect,Delayed
PO015198,S045,P101,W02,2025-01-30,"February 18, 2025","February 19, 2025",426,141.02,410,16.0,Wrong specification,Delayed
PO015199,S045,P101,W02,"February 10, 2025","March 1, 2025",02/03/2025,397,141.02,389,8.0,Damaged in transit,Delayed
PO015200,S045,P101,W02,2025-02-20,2025-03-11,11/03/2025,491,141.02,479,12.0,EXPIRED/NEAR-EXPIRY,Delivered
PO015201,S045,P101,W02,2025-02-27,2025-03-18,18/03/2025,444,141.02,433,11.0,Damaged in transit,Delivered
PO015202,S045,P101,W02,"March 12, 2025",31/03/2025,2025-03-31,478,141.02,470,8.0,Damaged in transit,Delivered
PO015203,S045,P101,W02,2025-03-22,2025-04-10,11/04/2025,533,141.02,527,6.0,Quality defect,Delayed
PO015204,S045,P101,W02,"April 1, 2025",20/04/2025,"April 20, 2025",325,141.02,299,26.0,Quality defect,Partial
PO015205,S045,P101,W02,"April 9, 2025",28/04/2025,2025-04-28,264,141.02,255,9.0,Damaged in transit,Delivered
PO015206,S045,P101,W02,2025-04-22,2025-05-11,"May 11, 2025",348,141.02,339,9.0,Damaged in transit,Delivered
PO015207,S045,P101,W02,04/05/2025,2025-05-23,2025-05-23,250,141.02,241,9.0,Damaged in transit,Delivered
PO015208,S045,P101,W02,13/05/2025,2025-06-01,2025-06-01,226,141.02,224,2.0,Quality defect,Delivered
PO015209,S045,P101,W02,22/05/2025,"June 10, 2025",11/06/2025,452,141.02,440,12.0, Damaged in transit ,Delayed
PO015210,S045,P101,W02,30/05/2025,2025-06-18,"June 18, 2025",344,141.02,335,,Wrong specification,Delivered
PO015211,S045,P101,W02,"June 9, 2025",2025-06-28,01/07/2025,292,141.02,284,8.0,Damaged in transit,Delayed
PO015212,S045,P101,W02,22/06/2025,11/07/2025,"July 11, 2025",297,141.02,290,7.0,Wrong specification,Delivered
PO015213,S045,P101,W02,01/07/2025,"July 20, 2025",20/07/2025,497,141.02,486,11.0,Wrong specification,Delivered
PO015214,S045,P101,W02,08/07/2025,"July 27, 2025",2025-07-28,623,141.02,608,15.0,Quality defect,Delayed
PO015215,S045,P101,W02,"July 16, 2025","August 4, 2025",2025-08-04,473,141.02,459,14.0,Quality defect,Delivered
PO015216,S045,P101,W02,2025-07-23,11/08/2025,"August 12, 2025",547,141.02,534,13.0,Quality defect,Delayed
PO015217,S045,P101,W02,03/08/2025,"August 22, 2025",22/08/2025,551,141.02,537,14.0,Damaged in transit,Delivered
PO015218,S045,P101,W02,"August 14, 2025",2025-09-02,02/09/2025,309,141.02,297,,quality defect,Delivered
PO015219,S045,P101,W02,2025-08-27,"September 15, 2025","September 16, 2025",351,141.02,346,5.0,Expired/near-expiry,Delayed
PO015220,S045,P101,W02,04/09/2025,"September 23, 2025",2025-09-23,601,141.02,589,12.0,Damaged in transit,Delivered
PO015221,S045,P101,W02,2025-09-17,06/10/2025,2025-10-06,389,141.02,382,7.0,Quality defect,Delivered
PO015222,S045,P101,W02,29/09/2025,18/10/2025,19/10/2025,50,141.02,49,1.0,Quality defect,Delayed
PO015223,S045,P101,W02,2025-10-12,"October 31, 2025","October 31, 2025",457,141.02,445,12.0,Expired/near-expiry,Delivered
PO015224,S045,P101,W02,25/10/2025,13/11/2025,"November 13, 2025",493,141.02,479,14.0,Expired/near-expiry,Delivered
PO015225,S045,P101,W02,04/11/2025,"November 23, 2025","November 24, 2025",282,141.02,277,5.0,Quality defect,Delayed
PO015226,S045,P101,W02,"November 12, 2025",01/12/2025,"December 1, 2025",331,141.02,321,10.0,Expired/near-expiry,Delivered
PO015227,S045,P101,W02,25/11/2025,2025-12-14,"December 14, 2025",294,141.02,288,6.0,Quality defect,Delivered
PO015228,S045,P101,W02,"December 8, 2025",2025-12-27,"December 27, 2025",566,141.02,557,9.0,Quality defect,Delivered
PO015229,S045,P101,W02,"December 19, 2025","January 7, 2026",,441,141.02,0,0.0,Wrong specification,Pending
PO015230,S045,P101,W03,"January 1, 2024",2024-02-04,2024-02-04,536,141.02,520,16.0,Quality defect,Delivered
PO015231,S045,P101,W03,2024-01-12,"January 31, 2024","January 31, 2024",344,141.02,337,7.0,Damaged in transit,Delivered
PO015232,S045,P101,W03,2024-01-25,"February 13, 2024",2024-02-18,406,141.02,395,11.0,Damaged in transit,Delayed
PO015233,S045,P101,W03,06/02/2024,2024-02-25,"February 25, 2024",346,141.02,340,6.0,Damaged in transit,Delivered
PO015234,S045,P101,W03,"February 18, 2024",2024-03-08,09/03/2024,706,141.02,696,10.0,Quality defect,Delayed
